Coding_Scheme,Code_Value,Full_Name,Shortcode,Viewport,Unit,UCUM_Unit,CID_Source
LN,59091-9,Heart valve D-E excursion [Length] by US,59091-9,,mm,mm,LOINC_db
LN,59092-7,Region of interest Thickening by US,59092-7,,mm,mm,LOINC_db
LN,59093-5,Epicardial area by US,59093-5,,cm2,cm2,LOINC_db
LN,59094-3,Endocardial area by US,59094-3,,cm2,cm2,LOINC_db
LN,59095-0,Ventricular QRS to S wave peak [Time] by US,59095-0,,ms,ms,LOINC_db
LN,59096-8,Ventricular QRS to E wave peak [Time] by US,59096-8,,ms,ms,LOINC_db
LN,59097-6,Left ventricular Meridional wall stress [Pressure] by US,59097-6,,gf/cm2,,LOINC_db
LN,59098-4,Mitral valve E-septal separation [Length] by US,59098-4,,mm,mm,LOINC_db
LN,59099-2,Ventricular Myocardial performance index (Tei) by US,59099-2,,{index};{ratio},,LOINC_db
LN,59100-8,Heart valve A-wave amplitude [Length] by US,59100-8,,mm,mm,LOINC_db
LN,59101-6,Pulmonary artery Pressure by derived by US,59101-6,,mm[Hg],,LOINC_db
LN,59102-4,Flow radius by US,59102-4,,mm,mm,LOINC_db
LN,59103-2,Heart valve A-C interval by US,59103-2,,ms,ms,LOINC_db
LN,59104-0,Heart valve Peak E wave/Peak A wave by US,59104-0,,{ratio},,LOINC_db
LN,59105-7,A-wave duration by US,59105-7,,ms,ms,LOINC_db
LN,59106-5,Peak pressure gradient by US --at stenosis,59106-5,,mm[Hg],,LOINC_db
LN,59107-3,Peak velocity by US --at stenosis,59107-3,,nan,,LOINC_db
LN,59108-1,Body region Envelope duration by US,59108-1,,ms,ms,LOINC_db
LN,59109-9,Heart valve Leaflet separation [Length] by US,59109-9,,mm,mm,LOINC_db
LN,59110-7,Heart valve Leaflet thickness by US,59110-7,,mm,mm,LOINC_db
LN,59111-5,Heart valve E velocity/Annulus E wave by US,59111-5,,{index};{ratio},,LOINC_db
LN,59112-3,Circulatory system Pulmonary vein A duration/Mitral vave A duration by US,59112-3,,{index};{ratio},,LOINC_db
LN,59113-1,Pulmonary vein+Mitral valve Pulmonary vein A VTI/Mitral valve VTI by US,59113-1,,nan,,LOINC_db
LN,59114-9,Pulmonary vein A duration to Mitral valve A duration difference by US,59114-9,,ms,ms,LOINC_db
LN,59115-6,Heart valve Flow propagation velocity by US,59115-6,,m/s; cm/s,,LOINC_db
LN,59116-4,Aortic sinotubular junction diameter/Aortic root diameter by US,59116-4,,{ratio},,LOINC_db
LN,59117-2,Left ventricular Mean circumferential fiber shortening [Velocity] by US,59117-2,,mL,mL,LOINC_db
LN,59118-0,Left ventricular Mean circumferential fiber shortening [Velocity] heart rate-corrected by US,59118-0,,mL,mL,LOINC_db
LN,59119-8,Ventricular Diastolic filling period by US,59119-8,,ms,ms,LOINC_db
LN,59120-6,dP/dt [Pressure rate] by US,59120-6,,{ratio},,LOINC_db
LN,59121-4,Time to peak by US,59121-4,,nan,,LOINC_db
LN,59122-2,Heart valve C-E distance [Length] by US,59122-2,,mm,mm,LOINC_db
LN,59123-0,Heart valve Jet cross-section [Area] by US,59123-0,,cm2,cm2,LOINC_db
LN,59124-8,Left ventricular Velocity-time integral (VTI) for the area under E wave by US,59124-8,,cm,cm,LOINC_db
LN,59125-5,Left ventricular Velocity-time integral (VTI) for the area under A wave by US,59125-5,,cm,cm,LOINC_db
LN,59126-3,Pulmonic valve B-C slope [Velocity] by US,59126-3,,nan,,LOINC_db
LN,59127-1,Heart valve D-E slope [Velocity] by US,59127-1,,nan,,LOINC_db
LN,59128-9,Heart valve E-F slope [Velocity] by US,59128-9,,nan,,LOINC_db
LN,59129-7,Left ventricular E-wave/A-wave by US,59129-7,,{ratio},,LOINC_db
LN,59130-5,Equipment Alias velocity by US,59130-5,,nan,,LOINC_db
LN,59131-3,Atrium Left atrium volume/Right atrium volume by US,59131-3,,{ratio},,LOINC_db
LN,59132-1,Heart.XXX Fractional shortening by US,59132-1,,%,%,LOINC_db
LN,59133-9,Heart.XXX Tissue velocity by US,59133-9,,nan,,LOINC_db
LN,59255-0,Deprecated Chest>Heart.atrium.left+Pulmonary veins CT angiogram and 3D reconstruction W contrast IV,59255-0,,nan,,LOINC_db
LN,59281-6,US Heart Transthoracic,59281-6,,nan,,LOINC_db
LN,59282-4,Cardiac stress echo study,59282-4,,nan,,LOINC_db
LN,60018-9,Lactate dehydrogenase [Enzymatic activity/volume] in Pericardial fluid by Pyruvate to lactate reaction,60018-9,,U/L,,LOINC_db
LN,60019-7,Lactate dehydrogenase [Enzymatic activity/volume] in Pericardial fluid by Lactate to pyruvate reaction,60019-7,,U/L,,LOINC_db
LN,60492-6,Hypertrophic cardiomyopathy gene targeted mutation analysis in Blood or Tissue by Molecular genetics method,60492-6,,nan,,LOINC_db
LN,60960-2,ST amplitude.lead AI,60960-2,,mV,,LOINC_db
LN,60961-0,ST amplitude.lead AS,60961-0,,mV,,LOINC_db
LN,60962-8,ST amplitude.derived lead V1,60962-8,,mV,,LOINC_db
LN,60963-6,ST amplitude.derived lead V2,60963-6,,mV,,LOINC_db
LN,60964-4,ST amplitude.derived lead V3,60964-4,,mV,,LOINC_db
LN,60965-1,ST amplitude.derived lead V4,60965-1,,mV,,LOINC_db
LN,60966-9,ST amplitude.derived lead V5,60966-9,,mV,,LOINC_db
LN,60967-7,ST amplitude.derived lead V6,60967-7,,mV,,LOINC_db
LN,60968-5,ST amplitude.lead ES,60968-5,,mV,,LOINC_db
LN,60969-3,ST amplitude.lead MCL,60969-3,,mV,,LOINC_db
LN,60970-1,ST amplitude.lead MCL1,60970-1,,mV,,LOINC_db
LN,60971-9,ST amplitude.lead MCL6,60971-9,,mV,,LOINC_db
LN,60972-7,ST amplitude.precordial lead,60972-7,,mV,,LOINC_db
LN,60973-5,Left ventricular Pre ejection Time,60973-5,,ms,ms,LOINC_db
LN,60974-3,Left ventricular Ejection Time,60974-3,,ms,ms,LOINC_db
LN,60976-8,Right ventricular Work [Energy],60976-8,,gf.m,,LOINC_db
LN,60977-6,Left ventricular Work [Energy],60977-6,,gf.m,,LOINC_db
LN,60988-3,Left atrial pressure,60988-3,,mm[Hg],,LOINC_db
LN,60989-1,Left atrial pressure Systolic,60989-1,,mm[Hg],,LOINC_db
LN,60996-6,Right atrial pressure,60996-6,,mm[Hg],,LOINC_db
LN,60997-4,Right atrial pressure Diastolic,60997-4,,mm[Hg],,LOINC_db
LN,60998-2,Right atrial pressure Systolic,60998-2,,mm[Hg],,LOINC_db
LN,61014-7,Left ventricular Cardiac output by Intermitent measure,61014-7,,L/min,,LOINC_db
LN,62396-7,PhenX - sudden cardiac arrest protocol 040701,62396-7,,nan,,LOINC_db
LN,62397-5,PhenX - myocardial infarct protocol 040801,62397-5,,nan,,LOINC_db
LN,62813-1,Deprecated PhenX measure - cardiorespiratory fitness - exercise,62813-1,,nan,,LOINC_db
LN,62814-9,PhenX - cardiorespiratory fitness - 1 mile walk protocol 150101,62814-9,,nan,,LOINC_db
LN,62815-6,PhenX - cardiorespiratory fitness - treadmill protocol 150102,62815-6,,nan,,LOINC_db
LN,62846-1,Deprecated PhenX measure - cardiorespiratory fitness - non-exercise,62846-1,,nan,,LOINC_db
LN,62847-9,PhenX - cardiorespiratory fitness - non-exercise protocol 151401,62847-9,,nan,,LOINC_db
LN,63151-5,Food Allergen Mix 46 (Cashew+Pecan or Hickory nut+Chestnut+Walnut+Pistachio) IgG Ab [Mass/volume] in Serum by Multidisk,63151-5,,ug/mL,,LOINC_db
LN,63199-4,Food Allergen Mix 46 (Cashew+Pecan or Hickory nut+Chestnut+Walnut+Pistachio) IgE Ab [Units/volume] in Serum by Multidisk,63199-4,,k[IU]/L,,LOINC_db
LN,64060-7,Cardiothoracic Surgery Hospital Admission Evaluation Note,64060-7,,nan,,LOINC_db
LN,64061-5,Cardiothoracic Surgery Hospital Progress Note,64061-5,,nan,,LOINC_db
LN,64073-0,Cardiothoracic Surgery Attending Hospital Note,64073-0,,nan,,LOINC_db
LN,64074-8,Cardiothoracic Surgery Medical Student Hospital Admission Evaluation Note,64074-8,,nan,,LOINC_db
LN,64075-5,Cardiothoracic Surgery Medical Student Hospital Progress Note,64075-5,,nan,,LOINC_db
LN,64076-3,Cardiothoracic Surgery Medical Student Hospital Consult Note,64076-3,,nan,,LOINC_db
LN,65850-0,Hard coronary heart disease 10Y risk [#] Framingham.The Adult Treatment Panel III 2001,65850-0,,nan,,LOINC_db
LN,65851-8,Coronary heart disease 10Y risk [#] Framingham.Wilson 1998,65851-8,,nan,,LOINC_db
LN,65852-6,Coronary heart disease 2Y risk [#] Framingham.D'Agostino 2000,65852-6,,nan,,LOINC_db
LN,65853-4,General cardiovascular disease 10Y risk [#] Framingham.D'Agostino,65853-4,,nan,,LOINC_db
LN,65854-2,Intermittent claudication 4Y risk [#] Framingham.Murabito 1997,65854-2,,nan,,LOINC_db
LN,65855-9,Stroke 10Y risk [#] Framingham.D'Agostino 1994,65855-9,,nan,,LOINC_db
LN,65856-7,Atrial fibrillation 10Y risk [#] Framingham.Schnabel 2009,65856-7,,nan,,LOINC_db
LN,65857-5,Coronary heart disease 10Y risk [#] Reynolds.Ridker 2007,65857-5,,nan,,LOINC_db
LN,65858-3,Coronary event 10Y risk [#] PROCAM.QuickCheck.Cullen 1997,65858-3,,nan,,LOINC_db
LN,65859-1,Coronary event 10Y risk [#] PROCAM.HealthCheck.Cullen 1997,65859-1,,nan,,LOINC_db
LN,65860-9,Cardiovascular disease 10Y risk [#] SCORE.PC.Conroy 2003,65860-9,,{score},,LOINC_db
LN,65861-7,Cardiovascular disease 10Y risk [#] SCORE.Quick.Conroy 2003,65861-7,,nan,,LOINC_db
LN,65862-5,Recurring coronary heart disease 2Y risk [#] Framingham.D'Agostino 2000,65862-5,,nan,,LOINC_db
LN,65863-3,Heart failure 4Y risk [#] Framingham.Kannel 1999,65863-3,,nan,,LOINC_db
LN,65864-1,Stroke after atrial fibrillation 5 year risk [#] Framingham.Wang 2003,65864-1,,nan,,LOINC_db
LN,65865-8,Stroke or death after atrial fibrillation 5 year risk [#] Framingham.Wang 2003,65865-8,,nan,,LOINC_db
LN,65995-3,Thought echo [DI-PAD],65995-3,,nan,,LOINC_db
LN,66624-8,Myocardial infarction [Reported],66624-8,,nan,,LOINC_db
LN,66627-1,"Pericarditis for 6 months, or pericardiectomy [Reported]",66627-1,,nan,,LOINC_db
LN,67151-1,Troponin T.cardiac [Mass/volume] in Serum or Plasma by High sensitivity method,67151-1,,ng/L,,LOINC_db
LN,67529-8,Physical findings of Heart NEMSIS,67529-8,,nan,,LOINC_db
LN,67799-7,EMS cardiac arrest event Narrative NEMSIS,67799-7,,nan,,LOINC_db
LN,68369-8,Nuclear Ab [Presence] in Pericardial fluid by Immunofluorescence,68369-8,,nan,,LOINC_db
LN,68373-0,Nuclear Ab [Titer] in Pericardial fluid by Immunofluorescence,68373-0,,{titer},,LOINC_db
LN,68382-1,pH of Pericardial fluid by Test strip,68382-1,,[pH],[pH],LOINC_db
LN,68384-7,Specific gravity of Pericardial fluid by Refractometry,68384-7,,nan,,LOINC_db
LN,68393-8,Basophils [#/volume] in Pericardial fluid by Manual count,68393-8,,10*3/uL,,LOINC_db
LN,68398-7,Eosinophils [#/volume] in Pericardial fluid by Manual count,68398-7,,10*3/uL,,LOINC_db
LN,68404-3,Lymphocytes [#/volume] in Pericardial fluid by Manual count,68404-3,,10*3/uL,,LOINC_db
LN,68408-4,Macrophages [#/volume] in Pericardial fluid by Manual count,68408-4,,10*3/uL,,LOINC_db
LN,68414-2,Mesothelial cells [#/volume] in Pericardial fluid by Manual count,68414-2,,10*3/uL,,LOINC_db
LN,68420-9,Monocytes [#/volume] in Pericardial fluid by Manual count,68420-9,,10*3/uL,,LOINC_db
LN,68425-8,Neutrophils [#/volume] in Pericardial fluid by Manual count,68425-8,,10*3/uL,,LOINC_db
LN,68428-2,Leukocytes other [#/volume] in Pericardial fluid by Manual count,68428-2,,10*3/uL,,LOINC_db
LN,68481-1,Cardiothoracic Surgery Attending Hospital Progress Note,68481-1,,nan,,LOINC_db
LN,68621-2,Heart Failure+Transplant Cardiology Note,68621-2,,nan,,LOINC_db
LN,68622-0,Heart Failure+Transplant Cardiology History and Physical Note,68622-0,,nan,,LOINC_db
LN,68623-8,Heart Failure+Transplant Cardiology Preoperative Evaluation and Management Note,68623-8,,nan,,LOINC_db
LN,68624-6,Heart Failure+Transplant Cardiology Hospital Letter,68624-6,,nan,,LOINC_db
LN,68718-6,Pediatric Cardiology Diagnostic Study Note,68718-6,,nan,,LOINC_db
LN,68719-4,Pediatric Cardiology Discharge Summary,68719-4,,nan,,LOINC_db
LN,68721-0,Pediatric Cardiology History and Physical Note,68721-0,,nan,,LOINC_db
LN,68722-8,Pediatric Cardiology Note,68722-8,,nan,,LOINC_db
LN,68723-6,Pediatric Cardiology Preoperative Evaluation and Management Note,68723-6,,nan,,LOINC_db
LN,68724-4,Pediatric Cardiology Procedure Note,68724-4,,nan,,LOINC_db
LN,68725-1,Pediatric Cardiology Progress Note,68725-1,,nan,,LOINC_db
LN,68726-9,Pediatric Cardiology Transfer Summary Note,68726-9,,nan,,LOINC_db
LN,68727-7,Pediatric Cardiology Hospital Consult Note,68727-7,,nan,,LOINC_db
LN,68728-5,Pediatric Cardiology Hospital Letter,68728-5,,nan,,LOINC_db
LN,68956-2,DNA double strand IgG Ab [Units/volume] in Pericardial fluid by Immunoassay,68956-2,,[IU]/L,,LOINC_db
LN,69231-9,NM Heart Views W stress and W Tc-99m IV,69231-9,,nan,,LOINC_db
LN,69232-7,NM Heart Views W stress and W Tc-99m Sestamibi IV,69232-7,,nan,,LOINC_db
LN,70036-9,Granulocytes/Leukocytes in Pericardial fluid by Automated count,70036-9,,%,%,LOINC_db
LN,70037-7,Mononuclear cells/Leukocytes in Pericardial fluid by Automated count,70037-7,,%,%,LOINC_db
LN,70045-0,Granulocytes [#/volume] in Pericardial fluid by Automated count,70045-0,,/uL,,LOINC_db
LN,70046-8,Mononuclear cells [#/volume] in Pericardial fluid by Automated count,70046-8,,/uL,,LOINC_db
LN,71599-5,Mesothelial cells/Leukocytes [Pure number fraction] in Pericardial fluid by Manual count,71599-5,,nan,,LOINC_db
LN,71600-1,Macrophages/Leukocytes [Pure number fraction] in Pericardial fluid by Manual count,71600-1,,nan,,LOINC_db
LN,71601-9,Leukocytes other/Leukocytes [Pure number fraction] in Pericardial fluid by Manual count,71601-9,,nan,,LOINC_db
LN,71602-7,Basophils/Leukocytes [Pure number fraction] in Pericardial fluid by Manual count,71602-7,,nan,,LOINC_db
LN,71603-5,Eosinophils/Leukocytes [Pure number fraction] in Pericardial fluid by Manual count,71603-5,,nan,,LOINC_db
LN,71604-3,Monocytes/Leukocytes [Pure number fraction] in Pericardial fluid by Manual count,71604-3,,nan,,LOINC_db
LN,71605-0,Lymphocytes/Leukocytes [Pure number fraction] in Pericardial fluid by Manual count,71605-0,,nan,,LOINC_db
LN,71606-8,Neutrophils/Leukocytes [Pure number fraction] in Pericardial fluid by Manual count,71606-8,,nan,,LOINC_db
LN,71941-9,Kansas City Cardiomyopathy Questionnaire [KCCQ],71941-9,,nan,,LOINC_db
LN,74236-1,Unidentified cells/Leukocytes in Pericardial fluid by Manual count,74236-1,,%,%,LOINC_db
LN,75352-5,Other cells/Leukocytes in Pericardial fluid by Manual count,75352-5,,%,%,LOINC_db
LN,75656-9,Mononuclear cells [#] in Pericardial fluid by Manual count,75656-9,,{#},,LOINC_db
LN,75659-3,Granulocytes [#] in Pericardial fluid by Manual count,75659-3,,{#},,LOINC_db
LN,75779-9,Thoughts on cardiopulmonary resuscitation (CPR) Narrative - Reported,75779-9,,nan,,LOINC_db
LN,75919-1,Left ventricular Cardiac index,75919-1,,L/(min.m2),,LOINC_db
LN,75933-2,Left atrial pressure Diastolic,75933-2,,mm[Hg],,LOINC_db
LN,75986-0,Velocity index Aorta Non-invasive impedance cardiography (NI-ICG),75986-0,,cm/s,cm/s,LOINC_db
LN,75988-6,Left ventricular End diastolic volume,75988-6,,mL,mL,LOINC_db
LN,75989-4,Left ventricular End systolic volume,75989-4,,mL,mL,LOINC_db
LN,76000-9,Paced heart rate by EKG,76000-9,,/min,1/min,LOINC_db
LN,76047-0,ST amplitude.lead V1,76047-0,,mV,,LOINC_db
LN,76048-8,ST amplitude.lead V2,76048-8,,mV,,LOINC_db
LN,76049-6,ST amplitude.lead V3,76049-6,,mV,,LOINC_db
LN,76050-4,ST amplitude.lead V4,76050-4,,mV,,LOINC_db
LN,76051-2,ST amplitude.lead V5,76051-2,,mV,,LOINC_db
LN,76052-0,ST amplitude.lead V6,76052-0,,mV,,LOINC_db
LN,76053-8,ST amplitude.lead I,76053-8,,mV,,LOINC_db
LN,76054-6,ST amplitude.lead II,76054-6,,mV,,LOINC_db
LN,76055-3,ST amplitude.lead III,76055-3,,mV,,LOINC_db
LN,76056-1,ST amplitude.lead aVF,76056-1,,mV,,LOINC_db
LN,76057-9,ST amplitude.lead aVL,76057-9,,mV,,LOINC_db
LN,76058-7,ST amplitude.lead aVR,76058-7,,mV,,LOINC_db
LN,76092-6,Maximum gradient during systole [Pressure] Aortic valve,76092-6,,mm[Hg],,LOINC_db
LN,76126-2,Premature ventricular contractions [#],76126-2,,{beats},,LOINC_db
LN,76281-5,Type of arrhythmia on EKG,76281-5,,nan,,LOINC_db
LN,76282-3,Heart rate.beat-to-beat by EKG,76282-3,,{beats}/min,,LOINC_db
LN,76297-1,Left ventricular Stroke volume index,76297-1,,mL/m2,mL/m2,LOINC_db
LN,76322-7,Systolic time ratio,76322-7,,{ratio},,LOINC_db
LN,76399-5,"Troponin I.cardiac [Presence] in Serum, Plasma or Blood by Rapid immunoassay",76399-5,,nan,,LOINC_db
LN,76476-1,Heart rate by Transthoracic impedance,76476-1,,{beats}/min,,LOINC_db
LN,76519-8,Left ventricular Cardiac output by Continuous,76519-8,,L/min,,LOINC_db
LN,76527-1,Left ventricular Work/Body surface area [Energy/Area] by Non-invasive impedance cardiography (NI-ICG),76527-1,,gf.m/m2,,LOINC_db
LN,76547-9,Left ventricular End-diastolic volume by US.M-mode+Calculated by cube method,76547-9,,mL,mL,LOINC_db
LN,76548-7,Left ventricular End-diastolic volume by US.2D+Calculated by cube method,76548-7,,mL,mL,LOINC_db
LN,76549-5,Left ventricular End-diastolic volume by US.2D+Calculated by Teichholz method,76549-5,,mL,mL,LOINC_db
LN,76550-3,Left ventricular End-diastolic volume by US.M-mode+Calculated by Gibson method,76550-3,,mL,mL,LOINC_db
LN,76551-1,Left ventricular End-diastolic volume by US.2D+Calculated by Gibson method,76551-1,,mL,mL,LOINC_db
LN,76552-9,Left ventricular End-systolic volume by US.M-mode+Calculated by cube method,76552-9,,mL,mL,LOINC_db
LN,76553-7,Left ventricular End-systolic volume by US.2D+Calculated by cube method,76553-7,,mL,mL,LOINC_db
LN,76554-5,Left ventricular End-systolic volume by US.2D+Calculated by Teichholz method,76554-5,,mL,mL,LOINC_db
LN,76555-2,Left ventricular End-systolic volume by US.M-mode+Calculated by Gibson method,76555-2,,mL,mL,LOINC_db
LN,76556-0,Left ventricular End-systolic volume by US.2D+Calculated by Gibson method,76556-0,,mL,mL,LOINC_db
LN,76557-8,Left ventricular End-systolic volume by US.2D+Calculated by modified Simpson method,76557-8,,mL,mL,LOINC_db
LN,76558-6,Left ventricular Stroke volume by US.M-mode+Calculated by cube method,76558-6,,mL,mL,LOINC_db
LN,76559-4,Left ventricular Stroke volume by US.2D+Calculated by cube method,76559-4,,mL,mL,LOINC_db
LN,76560-2,Left ventricular Stroke volume by US.M-mode+Calculated by Teichholz method,76560-2,,mL,mL,LOINC_db
LN,76561-0,Left ventricular Stroke volume by US.2D+Calculated by Teichholz method,76561-0,,mL,mL,LOINC_db
LN,76562-8,Left ventricular Stroke volume by US.M-mode+Calculated by Gibson method,76562-8,,mL,mL,LOINC_db
LN,76563-6,Left ventricular Stroke volume by US.2D+Calculated by Gibson method,76563-6,,mL,mL,LOINC_db
LN,76564-4,Left ventricular Cardiac output by US.M-mode+Calculated,76564-4,,L/min,,LOINC_db
LN,76565-1,Left ventricular Cardiac output by US.2D+Calculated,76565-1,,L/min,,LOINC_db
LN,76566-9,Left ventricular Cardiac output by US.M-mode+Calculated by cube method,76566-9,,L/min,,LOINC_db
LN,76567-7,Left ventricular Cardiac output by US.2D+Calculated by cube method,76567-7,,L/min,,LOINC_db
LN,76568-5,Left ventricular Cardiac output by US.M-mode+Calculated by Teichholz method,76568-5,,L/min,,LOINC_db
LN,76569-3,Left ventricular Cardiac output by US.2D+Calculated by Teichholz method,76569-3,,L/min,,LOINC_db
LN,76570-1,Left ventricular Cardiac output by US.M-mode+Calculated by Gibson method,76570-1,,L/min,,LOINC_db
LN,76571-9,Left ventricular Cardiac output by US.2D+Calculated by Gibson method,76571-9,,L/min,,LOINC_db
LN,76634-5,Q-T interval corrected based on Fridericia formula,76634-5,,s,s,LOINC_db
LN,76635-2,Q-T interval corrected based on Bazett formula,76635-2,,s,s,LOINC_db
LN,76636-0,R wave amplitude.V5+S wave amplitude.V1,76636-0,,mV,,LOINC_db
LN,76637-8,Total beats during EKG,76637-8,,{#},,LOINC_db
LN,76638-6,R-R interval (Maximum value during study) by EKG,76638-6,,s,s,LOINC_db
LN,76639-4,R-R interval (Minimum value during study) by EKG,76639-4,,s,s,LOINC_db
LN,76640-2,Coronary artery catheterization study,76640-2,,nan,,LOINC_db
LN,76642-8,Percutaneous coronary intervention study,76642-8,,nan,,LOINC_db
LN,76643-6,R-R interval.standard deviation (Heart rate variability) by EKG,76643-6,,s,s,LOINC_db
LN,76644-4,R-R interval.coefficient of variation by EKG,76644-4,,%,%,LOINC_db
LN,76645-1,Cardiac stress test EKG study Type,76645-1,,nan,,LOINC_db
LN,76646-9,R wave amplitude.V6+S wave amplitude.V1,76646-9,,mV,,LOINC_db
LN,77195-6,Cardio-ankle vascular index Calculated,77195-6,,{ratio},,LOINC_db
LN,77196-4,Pulse wave velocity,77196-4,,cm/s,cm/s,LOINC_db
LN,77197-2,Noninvasive arteriosclerosis studies panel,77197-2,,nan,,LOINC_db
LN,77889-4,Left ventricular Ejection fraction by US.M-mode+Calculated by cube method,77889-4,,%,%,LOINC_db
LN,77890-2,Left ventricular Ejection fraction by US.2D+Calculated by cube method,77890-2,,%,%,LOINC_db
LN,77891-0,Left ventricular Ejection fraction by US.2D+Calculated by Teichholz method,77891-0,,%,%,LOINC_db
LN,77892-8,Left ventricular Ejection fraction by US.2D+Calculated by modified Simpson method,77892-8,,%,%,LOINC_db
LN,77893-6,Left ventricular Myocardial mass by US.M-mode+Calculated by cube method,77893-6,,g,g,LOINC_db
LN,77894-4,Left ventricular Myocardial mass by US.2D+Calculated by truncated ellipsoid method,77894-4,,g,g,LOINC_db
LN,77895-1,Left ventricular Myocardial mass by US.2D+Calculated by Devereux method,77895-1,,g,g,LOINC_db
LN,77896-9,Left ventricular Myocardial mass by US.2D+Calculated by area-length method,77896-9,,g,g,LOINC_db
LN,77897-7,Left ventricular Myocardial mass/Body surface area [Mass/Area] by US 2D,77897-7,,g/m2,g/m2,LOINC_db
LN,77898-5,Left ventricular Myocardial mass/Body surface area [Mass/Area] by US.M-mode+Calculated by cube method,77898-5,,g/m2,g/m2,LOINC_db
LN,77899-3,Left ventricular Myocardial mass/Body surface area [Mass/Area] by US.2D+Calculated by truncated ellipsoid method,77899-3,,g/m2,g/m2,LOINC_db
LN,77900-9,Left ventricular Myocardial mass/Body surface area [Mass/Area] by US.2D+Calculated by area-length method,77900-9,,g/m2,g/m2,LOINC_db
LN,77901-7,Right ventricular Minor axis at end diastole.parasternal long axis [Length] by US 2D,77901-7,,cm,cm,LOINC_db
LN,77902-5,Right ventricular Minor axis at end diastole [Length] by US.2D.A4C,77902-5,,cm,cm,LOINC_db
LN,77903-3,Tricuspid valve annulus Excursion distance during systole by US.M-mode,77903-3,,cm,cm,LOINC_db
LN,77904-1,Left atrial End-systolic volume by US.2D+Calculated by modified Simpson method,77904-1,,mL,mL,LOINC_db
LN,77905-8,Left atrial End-systolic volume by US.2D+Calculated by area-length method,77905-8,,mL,mL,LOINC_db
LN,77906-6,Left atrial End-systolic volume/Body surface area [Volume/Area] by US.2D+Calculated by modified Simpson method,77906-6,,mL/m2,mL/m2,LOINC_db
LN,77907-4,Left atrial End-systolic volume/Body surface area [Volume/Area] by US.2D+Calculated by area-length method,77907-4,,mL/m2,mL/m2,LOINC_db
LN,77908-2,Aortic valve Vena contracta diameter by US.doppler,77908-2,,cm,cm,LOINC_db
LN,77909-0,Aortic valve Effective regurgitant orifice area by US.doppler+Calculated by PISA method,77909-0,,cm2,cm2,LOINC_db
LN,77910-8,Aortic valve Effective regurgitant orifice area by US.doppler+Calculated by volumetric method,77910-8,,cm2,cm2,LOINC_db
LN,77911-6,Deprecated Aortic valve regurgitant jet Regurgitation degree by US,77911-6,,nan,,LOINC_db
LN,77912-4,Aortic valve Stenosis degree by US,77912-4,,nan,,LOINC_db
LN,77913-2,Mitral valve Vena contracta diameter by US.doppler,77913-2,,cm,cm,LOINC_db
LN,77914-0,Mitral valve Effective regurgitant orifice area by US.doppler+Calculated by volumetric method,77914-0,,cm2,cm2,LOINC_db
LN,77915-7,Deprecated Mitral valve regurgitant jet Regurgitation degree by US,77915-7,,nan,,LOINC_db
LN,77916-5,Mitral valve Stenosis degree by US,77916-5,,nan,,LOINC_db
LN,77917-3,Tricuspid valve Vena contracta diameter by US.doppler,77917-3,,cm,cm,LOINC_db
LN,77918-1,Pulmonic valve Vena contracta diameter by US.doppler,77918-1,,cm,cm,LOINC_db
LN,77919-9,Deprecated Pulmonic valve regurgitant jet Regurgitation degree by US,77919-9,,nan,,LOINC_db
LN,77920-7,Left ventricular Myocardial mass/Height exp 2.7 [Mass/Area] by US 2D,77920-7,,g/{m2.7},,LOINC_db
LN,77921-5,Left ventricular Myocardial mass/Height exp 2.7 [Mass/Area] by US.M-mode+Calculated by cube method,77921-5,,g/{m2.7},,LOINC_db
LN,77922-3,Left ventricular Myocardial mass/Height exp 2.7 [Mass/Area] by US.2D+Calculated by area-length method,77922-3,,g/{m2.7},,LOINC_db
LN,77923-1,Left ventricular Myocardial mass/Height exp 2.7 [Mass/Area] by US.2D+Calculated by truncated ellipsoid method,77923-1,,g/{m2.7},,LOINC_db
LN,78175-7,Right ventricular Fractional area change by US 2D,78175-7,,%,%,LOINC_db
LN,78176-5,Aorta root Diameter by US 2D,78176-5,,cm,cm,LOINC_db
LN,78177-3,Aortic valve Mean regurgitant pressure gradient during diastole by US.doppler+Calculated by simplified Bernoulli,78177-3,,mm[Hg],,LOINC_db
LN,78178-1,Mitral valve Mean regurgitant pressure gradient by US.doppler,78178-1,,mm[Hg],,LOINC_db
LN,78179-9,Mitral valve Orifice area by US.2D+Measured by planimetry,78179-9,,cm2,cm2,LOINC_db
LN,78180-7,Right ventricular Intrachamber.systole.max by US.doppler,78180-7,,mm[Hg],,LOINC_db
LN,78181-5,Pulmonic valve Regurgitant velocity during diastolic rapid inflow by US.doppler,78181-5,,cm/s,cm/s,LOINC_db
LN,78182-3,Pulmonic valve Maximum regurgitant pressure gradient during diastole by US.doppler,78182-3,,mm[Hg],,LOINC_db
LN,78183-1,Pulmonic valve Stenosis degree by US,78183-1,,nan,,LOINC_db
LN,78184-9,Pulmonary vein A-wave duration by Ultrasound.doppler.PW,78184-9,,s,s,LOINC_db
LN,78185-6,Mitral valve medial annulus Tissue velocity.E-wave.max by US.tissue doppler,78185-6,,cm/s,cm/s,LOINC_db
LN,78186-4,Mitral valve lateral annulus Tissue velocity.E-wave.max by US.tissue doppler,78186-4,,cm/s,cm/s,LOINC_db
