Coding_Scheme,Code_Value,Full_Name,Shortcode,Viewport,Unit,UCUM_Unit,CID_Source
LN,18160-2,Cardiac echo imaging device Class,18160-2,,nan,,LOINC_db
LN,18161-0,Tricuspid valve Maximum blood flow velocity by US.doppler,18161-0,,m/s; cm/s,,LOINC_db
LN,18162-8,Pulmonic valve Maximum blood flow velocity by US.doppler,18162-8,,m/s; cm/s,,LOINC_db
LN,18163-6,Aorta root Maximum blood flow velocity during systole by US.doppler,18163-6,,m/s; cm/s,,LOINC_db
LN,18164-4,Deprecated Left ventricular outflow tract Peak systolic flow velocity by US.doppler,18164-4,,m/s; cm/s,,LOINC_db
LN,18165-1,Pulmonic valve Maximum regurgitant blood flow velocity during diastole by US.doppler,18165-1,,nan,,LOINC_db
LN,18166-9,Tricuspid valve Maximum regurgitant blood flow velocity during systole by US.doppler,18166-9,,nan,,LOINC_db
LN,18167-7,Aorta root Mean flow velocity during systole by US.doppler,18167-7,,m/s; cm/s,,LOINC_db
LN,18168-5,Aorta root Blood velocity-time integral by US.doppler,18168-5,,cm,cm,LOINC_db
LN,18169-3,Aortic valve Blood velocity-time integral by US.doppler,18169-3,,cm,cm,LOINC_db
LN,18170-1,Left ventricular outflow tract Blood velocity-time integral by US.doppler,18170-1,,cm,cm,LOINC_db
LN,18171-9,Right ventricular outflow tract Blood velocity-time integral by US.doppler,18171-9,,cm,cm,LOINC_db
LN,18172-7,Mitral valve Blood velocity-time integral by US.doppler,18172-7,,cm,cm,LOINC_db
LN,18173-5,Pulmonary artery Blood velocity-time integral by US.doppler,18173-5,,cm,cm,LOINC_db
LN,18174-3,Pulmonic valve Blood velocity-time integral by US.doppler,18174-3,,cm,cm,LOINC_db
LN,18175-0,Tricuspid valve Velocity-time integral during diastole by US.doppler,18175-0,,cm,cm,LOINC_db
LN,18176-8,Cardiac echo imaging device Vendor model number,18176-8,,nan,,LOINC_db
LN,18177-6,Cardiac echo imaging device Vendor serial number,18177-6,,nan,,LOINC_db
LN,18178-4,Left ventricular Wall motion index by US,18178-4,,nan,,LOINC_db
LN,18179-2,Left ventricular Wall segment [Identifier] by US,18179-2,,nan,,LOINC_db
LN,18504-1,PP interval mean,18504-1,,s,s,LOINC_db
LN,18505-8,R-R interval (Mean value during study) by EKG,18505-8,,s,s,LOINC_db
LN,18508-2,R wave axis.horizontal plane,18508-2,,deg,deg,LOINC_db
LN,18510-8,ST segment axis.horizontal plane,18510-8,,deg,deg,LOINC_db
LN,18745-0,Cardiac catheterization study,18745-0,,nan,,LOINC_db
LN,18750-0,Cardiac electrophysiology study,18750-0,,nan,,LOINC_db
LN,18754-2,Ambulatory cardiac rhythm monitor (Holter) study,18754-2,,nan,,LOINC_db
LN,18810-2,EKG Study observation overall (narrative),18810-2,,nan,,LOINC_db
LN,18824-3,Cardiac service attachment,18824-3,,nan,,LOINC_db
LN,18835-9,Aortic valve area method Narrative,18835-9,,nan,,LOINC_db
LN,18837-5,Left ventricle Segmental wall appearance by US Narrative,18837-5,,nan,,LOINC_db
LN,18838-3,Cardiac echo study Transducer site Narrative,18838-3,,nan,,LOINC_db
LN,18839-1,Cardiac echo imaging device Class Narrative,18839-1,,nan,,LOINC_db
LN,18840-9,Left ventricular Wall motion index by US Narrative,18840-9,,nan,,LOINC_db
LN,18843-3,EKG Comparison study (narrative),18843-3,,nan,,LOINC_db
LN,18844-1,EKG impression Narrative,18844-1,,nan,,LOINC_db
LN,18845-8,Reference beat type (narrative) by EKG,18845-8,,nan,,LOINC_db
LN,19006-6,Cardiac echo imaging device Image quality Narrative by US,19006-6,,nan,,LOINC_db
LN,20165-7,Region of interest Region [Area] by US 2D,20165-7,,cm2,cm2,LOINC_db
LN,20166-5,Diameter by US 2D,20166-5,,mm,mm,LOINC_db
LN,20167-3,Circulatory system Acceleration slope by US.doppler,20167-3,,nan,,LOINC_db
LN,20168-1,Circulatory system Acceleration by US.doppler,20168-1,,ms,ms,LOINC_db
LN,20169-9,Deprecated Circulatory system Acceleration by US.doppler,20169-9,,nan,,LOINC_db
LN,20170-7,Acceleration 2 by US,20170-7,,ms,ms,LOINC_db
LN,20171-5,Acceleration/Acceleration 2 by US,20171-5,,{ratio},,LOINC_db
LN,20172-3,Aortic valve Regurgitant blood flow velocity at end diastole by US.doppler,20172-3,,nan,,LOINC_db
LN,20173-1,Aortic valve Maximum regurgitant blood flow velocity during diastole by US.doppler,20173-1,,nan,,LOINC_db
LN,20174-9,Aortic valve Acceleration slope by US,20174-9,,nan,,LOINC_db
LN,20175-6,Aortic valve Deceleration slope [Velocity] by US,20175-6,,nan,,LOINC_db
LN,20176-4,Aortic valve Deceleration [Time] by US,20176-4,,ms,ms,LOINC_db
LN,20177-2,Aorta root Crossection [Area] by US.calculated,20177-2,,cm2,cm2,LOINC_db
LN,20178-0,Aorta root Crossection [Area] by US 2D,20178-0,,cm2,cm2,LOINC_db
LN,20179-8,R-R interval by US --at aortic flow measurement,20179-8,,ms,ms,LOINC_db
LN,20180-6,Region of interest Area by US,20180-6,,cm2,cm2,LOINC_db
LN,20181-4,Region of interest Area 2 by US,20181-4,,cm2,cm2,LOINC_db
LN,20182-2,Region of interest Area/Area 2 by US,20182-2,,{index};{ratio},,LOINC_db
LN,20183-0,Aortic valve Maximum blood flow velocity by US.doppler --at stenosis,20183-0,,m/s; cm/s,,LOINC_db
LN,20184-8,Diastolic blood pressure by US,20184-8,,mm[Hg],,LOINC_db
LN,20185-5,End systolic blood pressure by US,20185-5,,mm[Hg],,LOINC_db
LN,20186-3,Peak systolic blood pressure by US,20186-3,,mm[Hg],,LOINC_db
LN,20187-1,Left ventricular Cardiac index by US.2D+Calculated by biplane ellipse method,20187-1,,L/min/m2,,LOINC_db
LN,20188-9,Left ventricular Cardiac index by US.2D+Calculated by bullet method,20188-9,,L/min/m2,,LOINC_db
LN,20189-7,Ventricular Cardiac index by US.cubed.calculated,20189-7,,nan,,LOINC_db
LN,20190-5,Left ventricular Cardiac index by US 2D left ventricular outflow tract area calculated,20190-5,,L/min/m2,,LOINC_db
LN,20191-3,Left ventricular Cardiac index by US 2D modified biplane ellipse calculated,20191-3,,L/min/m2,,LOINC_db
LN,20192-1,Left ventricular Cardiac index by US.modified Simpson.calculated,20192-1,,L/min/m2,,LOINC_db
LN,20193-9,Left ventricular Cardiac index 2 chamber by US.modified.single-plane.calculated,20193-9,,L/min/m2,,LOINC_db
LN,20194-7,Left ventricular Cardiac index 4 chamber by US.modified.single-plane.calculated,20194-7,,L/min/m2,,LOINC_db
LN,20195-4,Left ventricular Cardiac index by US 2D mitral valve calculated,20195-4,,L/min/m2,,LOINC_db
LN,20196-2,Right ventricular Cardiac index by US 2D pulmonic valve calculated,20196-2,,L/min/m2,,LOINC_db
LN,20197-0,Left ventricular Cardiac index by US.2D+Calculated by single-plane ellipse method,20197-0,,L/min/m2,,LOINC_db
LN,20198-8,Left ventricular Cardiac index by US+Calculated by Teichholz method,20198-8,,L/min/m2,,LOINC_db
LN,20199-6,Right ventricular Cardiac index by US 2D tricuspid valve calculated,20199-6,,L/min/m2,,LOINC_db
LN,20200-2,Region of interest Circumference/Circumference 2 by US,20200-2,,mm/mm; cm/cm,,LOINC_db
LN,20201-0,Circulatory system [Identifier],20201-0,,nan,,LOINC_db
LN,20202-8,Region of interest Circumference by US,20202-8,,mm;cm,,LOINC_db
LN,20203-6,Region of interest Circumference 2 by US,20203-6,,mm;cm,,LOINC_db
LN,20204-4,Left ventricular Cardiac output by US.2D+Calculated by biplane ellipse method,20204-4,,L/min,,LOINC_db
LN,20205-1,Left ventricular Cardiac output by US.2D+Calculated by bullet method,20205-1,,L/min,,LOINC_db
LN,20206-9,Left ventricular Cardiac output by US.cubed.calculated,20206-9,,L/min,,LOINC_db
LN,20207-7,Left ventricular Cardiac output by US 2D left ventricular outflow tract calculated,20207-7,,L/min,,LOINC_db
LN,20208-5,Left ventricular Cardiac output by US 2D modified biplane calculated,20208-5,,L/min,,LOINC_db
LN,20209-3,Ventricular Cardiac output by US.2D+Calculated by modified Simpson method,20209-3,,L/min,,LOINC_db
LN,20210-1,Left ventricular Cardiac output.2 chamber by US 2D modified single-plane calculated,20210-1,,L/min,,LOINC_db
LN,20211-9,Left ventricular Cardiac output.4 chamber by US 2D modified single-plane calculated,20211-9,,L/min,,LOINC_db
LN,20212-7,Left ventricular Cardiac output by US.2D+Calculated by single-plane ellipse method,20212-7,,L/min,,LOINC_db
LN,20213-5,Left ventricular Cardiac output by US+Calculated by Teichholz method,20213-5,,L/min,,LOINC_db
LN,20214-3,Right ventricular Cardiac output by US 2D tricuspid valve,20214-3,,L/min,,LOINC_db
LN,20215-0,Maximum deceleration [Velocity] by US,20215-0,,nan,,LOINC_db
LN,20216-8,Deceleration slope [Velocity] by US,20216-8,,nan,,LOINC_db
LN,20217-6,Circulatory system Deceleration [Time] by US,20217-6,,ms,ms,LOINC_db
LN,20218-4,Deceleration [Velocity] by US,20218-4,,nan,,LOINC_db
LN,20219-2,Deceleration 2 [Velocity] by US,20219-2,,nan,,LOINC_db
LN,20220-0,Deceleration/Deceleration 2 by US,20220-0,,{index};{ratio},,LOINC_db
LN,20221-8,Ventricular Ejection time by US.doppler,20221-8,,ms,ms,LOINC_db
LN,20222-6,Ventricular Ejection time by US,20222-6,,ms,ms,LOINC_db
LN,20223-4,Ventricular Ejection time 2 by US,20223-4,,ms,ms,LOINC_db
LN,20224-2,Left ventricular Ejection time/Ejection time 2 by US.calculated,20224-2,,{index};{ratio},,LOINC_db
LN,20225-9,Pulmonic valve Minimum end diastole regurgitant blood flow velocity by US,20225-9,,nan,,LOINC_db
LN,20226-7,Flow [Area] by US+Calculated,20226-7,,nan,,LOINC_db
LN,20227-5,Region of interest Height by US.M-mode,20227-5,,mm,mm,LOINC_db
LN,20228-3,Anatomic part Laterality,20228-3,,nan,,LOINC_db
LN,20229-1,Region of interest Length/Length 2 by US,20229-1,,{ratio},,LOINC_db
LN,20230-9,Region of interest Length by US,20230-9,,mm,mm,LOINC_db
LN,20231-7,Region of interest Length 2 by US,20231-7,,mm,mm,LOINC_db
LN,20232-5,Left ventricular outflow tract Mean blood flow velocity by US.doppler,20232-5,,m/s; cm/s,,LOINC_db
LN,20233-3,Left ventricular outflow tract Mean systole pressure gradient by US.doppler,20233-3,,mm[Hg],,LOINC_db
LN,20234-1,Left ventricular End-diastolic volume by US.2D+Calculated by bullet method,20234-1,,mL,mL,LOINC_db
LN,20235-8,Left ventricular End-diastolic volume by US.cubed.calculated,20235-8,,cm3,cm3,LOINC_db
LN,20236-6,Left ventricular End-diastolic volume by US 2D modified biplane ellipse calculated,20236-6,,mL,mL,LOINC_db
LN,20237-4,Left ventricular End-diastolic volume by US.2D+Calculated by modified Simpson method,20237-4,,mL,mL,LOINC_db
LN,20238-2,Left ventricular End-diastolic volume by US.M-mode+Calculated by Teichholz method,20238-2,,mL,mL,LOINC_db
LN,20239-0,Left ventricular Apical plane diastole [Area] by US 2D,20239-0,,cm2,cm2,LOINC_db
LN,20240-8,Left ventricular epicardium Short axis papillary level diastole [Area] by US 2D,20240-8,,cm2,cm2,LOINC_db
LN,20241-6,Left ventricular Apical plane systole [Area] by US 2D,20241-6,,cm2,cm2,LOINC_db
LN,20242-4,Left ventricular epicardium Short axis papillary level systole [Area] by US 2D,20242-4,,cm2,cm2,LOINC_db
LN,20243-2,Deprecated Internal diameter.minor axis.diastole of Heart ventricle Left US 2D,20243-2,,nan,,LOINC_db
LN,20244-0,Deprecated Internal diameter.minor axis.systole of Heart ventricle Left US 2D,20244-0,,nan,,LOINC_db
LN,20245-7,Left ventricular outflow tract Region crossection [Area] by US+Calculated,20245-7,,cm2,cm2,LOINC_db
LN,20246-5,Deprecated Pre ejection period of Heart ventricle Left US,20246-5,,nan,,LOINC_db
LN,20247-3,Peak pressure gradient by US+Calculated,20247-3,,mm[Hg],,LOINC_db
LN,20248-1,Maximum pressure gradient 2 by US+Calculated,20248-1,,mm[Hg],,LOINC_db
LN,20249-9,Aortic valve Maximum regurgitant pressure gradient by US+Calculated,20249-9,,mm[Hg],,LOINC_db
LN,20250-7,Mitral valve Maximum regurgitant pressure gradient by US+Calculated,20250-7,,mm[Hg],,LOINC_db
LN,20251-5,Pulmonic valve Maximum regurgitant pressure gradient by US.calculated,20251-5,,mm[Hg],,LOINC_db
LN,20252-3,Maximum systole/Systole 2 maximum by US.doppler,20252-3,,nan,,LOINC_db
LN,20253-1,Deprecated Tricuspid valve regurgitant jet Peak systolic flow by US.doppler,20253-1,,nan,,LOINC_db
LN,20254-9,Tricuspid valve Peak regurgitant blood flow 2 by US.doppler,20254-9,,nan,,LOINC_db
LN,20255-6,Mean pressure gradient by US+Calculated,20255-6,,mm[Hg],,LOINC_db
LN,20256-4,Mean pressure gradient by US.doppler,20256-4,,mm[Hg],,LOINC_db
LN,20257-2,Mean pressure gradient 2 by US+Calculated,20257-2,,mm[Hg],,LOINC_db
LN,20258-0,Mean pressure gradient 2 by US,20258-0,,mm[Hg],,LOINC_db
LN,20259-8,Mean pressure gradient/Mean pressure gradient 2 by US.doppler calculated,20259-8,,{index};{ratio},,LOINC_db
LN,20260-6,Mean sytole/Systole 2 mean by US.doppler calculated,20260-6,,nan,,LOINC_db
LN,20261-4,Tricuspid valve Mean regurgitant blood flow velocity by US,20261-4,,nan,,LOINC_db
LN,20262-2,Tricuspid valve Mean Regurgitant blood flow 2 by US,20262-2,,nan,,LOINC_db
LN,20263-0,R-R interval by US --at mitral flow measurement,20263-0,,ms,ms,LOINC_db
LN,20264-8,Mitral valve annulus Region crossection [Area] by US+Calculated,20264-8,,cm2,cm2,LOINC_db
LN,20265-5,Slope [Velocity] by US.M-mode,20265-5,,nan,,LOINC_db
LN,20266-3,Slope 2 [Velocity] by US.M-mode,20266-3,,nan,,LOINC_db
LN,20267-1,Slope/Slope 2 by US.M-mode+Calculated,20267-1,,{index};{ratio},,LOINC_db
LN,20268-9,Mitral valve Maximum regurgitant blood flow velocity during systole by US.doppler,20268-9,,nan,,LOINC_db
LN,20269-7,Mitral valve Acceleration slope by US.doppler,20269-7,,nan,,LOINC_db
LN,20270-5,Mitral valve Acceleration by US.doppler,20270-5,,ms,ms,LOINC_db
LN,20271-3,Mitral valve Diastolic filling period by US,20271-3,,ms,ms,LOINC_db
LN,20272-1,Mitral valve Diameter by US,20272-1,,mm,mm,LOINC_db
LN,20273-9,Mitral valve Diameter 2 by US,20273-9,,cm,cm,LOINC_db
LN,20274-7,Mitral valve Flow [Area] by US+Calculated,20274-7,,nan,,LOINC_db
LN,20275-4,Deprecated Deceleration.pressure.half time of Mitral valve US.doppler,20275-4,,nan,,LOINC_db
LN,20276-2,Mitral valve Maximum blood flow velocity during systole by US --for peak half-time calculation,20276-2,,nan,,LOINC_db
LN,20277-0,Mitral valve Maximum blood flow velocity by US.doppler,20277-0,,m/s; cm/s,,LOINC_db
LN,20278-8,Mitral valve Mean blood velocity by US.doppler,20278-8,,nan,,LOINC_db
LN,20279-6,Deprecated Orifice.minor axis.min [Area] of Mitral valve US 2D,20279-6,,nan,,LOINC_db
LN,20280-4,Pressure half time by US+Calculated,20280-4,,ms,ms,LOINC_db
LN,20281-2,Pulmonary artery Acceleration slope by US,20281-2,,nan,,LOINC_db
LN,20282-0,Pulmonary artery Deceleration slope [Velocity] by US,20282-0,,nan,,LOINC_db
LN,20283-8,Pulmonary artery Deceleration [Time] by US,20283-8,,ms,ms,LOINC_db
LN,20284-6,Pulmonic valve distal Mean blood flow velocity by US.doppler,20284-6,,m/s; cm/s,,LOINC_db
LN,20285-3,Deprecated Left ventricular Pre ejection period by US,20285-3,,nan,,LOINC_db
LN,20286-1,R-R interval by US --at pulmonic flow measurement,20286-1,,ms,ms,LOINC_db
LN,20287-9,Pulmonic valve Region orifice area by US.doppler VTI + area calculated,20287-9,,nan,,LOINC_db
LN,20288-7,Pulmonic valve Region orifice area by US.doppler VTI + diameter calculated,20288-7,,nan,,LOINC_db
LN,20289-5,Pulmonic valve Region orifice area by US.doppler Vmax + area calculated,20289-5,,nan,,LOINC_db
LN,20290-3,Pulmonic valve Region orifice area by US.doppler Vmax + diameter calculated,20290-3,,nan,,LOINC_db
LN,20291-1,Pulmonic flow/Systemic flow by US.doppler VTI + aorta calculated,20291-1,,{index};{ratio},,LOINC_db
LN,20292-9,Pulmonic flow/Systemic flow by US.doppler VTI + left ventricular outflow tract calculated,20292-9,,{index};{ratio},,LOINC_db
LN,20293-7,Pulmonic flow/Systemic flow by US.doppler Vmax + aorta calculated,20293-7,,{index};{ratio},,LOINC_db
LN,20294-5,Pulmonic flow/Systemic flow by US.doppler Vmax + left ventricular outflow tract calculated,20294-5,,{index};{ratio},,LOINC_db
LN,20295-2,Pulmonic valve Q-wave to closure [Time] by US,20295-2,,ms,ms,LOINC_db
LN,20296-0,Tricuspid valve Q-wave to open [Time] by US,20296-0,,ms,ms,LOINC_db
LN,20297-8,Right atrial Intrachamber diastole pressure by Estimated from jugular venous distention,20297-8,,mm[Hg],,LOINC_db
LN,20298-6,Region of interest,20298-6,,nan,,LOINC_db
LN,20299-4,Right ventricular Peak pressure gradient by US.doppler,20299-4,,mm[Hg],,LOINC_db
LN,20300-0,Right ventricular Mean pressure gradient by US.doppler,20300-0,,mm[Hg],,LOINC_db
LN,20301-8,Right ventricular Pre ejection time by US,20301-8,,ms,ms,LOINC_db
LN,20302-6,Right ventricular outflow tract Mean blood flow velocity by US.doppler,20302-6,,m/s; cm/s,,LOINC_db
LN,20303-4,Right ventricular outflow tract Mean systole pressure gradient by US.doppler,20303-4,,mm[Hg],,LOINC_db
LN,20304-2,Right ventricular Minor axis.maximum [Length] by US 2D,20304-2,,cm,cm,LOINC_db
LN,20305-9,Right ventricular Diameter during systole by US,20305-9,,cm,cm,LOINC_db
LN,20306-7,Right ventricular outflow tract Region crossection [Area] by US+Calculated,20306-7,,cm2,cm2,LOINC_db
LN,20307-5,Right ventricular outflow tract Diameter by US 2D,20307-5,,cm,cm,LOINC_db
LN,20308-3,Left ventricular Stroke volume index by US.2D+Calculated,20308-3,,nan,,LOINC_db
LN,20309-1,Left ventricular Stroke volume index by US 2D aortic root calculated,20309-1,,{index};{ratio},,LOINC_db
LN,20310-9,Left ventricular Stroke volume index by US.2D+Calculated by biplane ellipse method,20310-9,,{index};{ratio},,LOINC_db
LN,20311-7,Left ventricular Stroke volume index by US.2D+Calculated by bullet method,20311-7,,{index};{ratio},,LOINC_db
LN,20312-5,Left ventricular Stroke volume index by US.cubed.calculated,20312-5,,{index};{ratio},,LOINC_db
LN,20313-3,Left ventricular Stroke volume index by US 2D left ventricular outflow tract area calculated,20313-3,,nan,,LOINC_db
LN,20314-1,Left ventricular Stroke volume index by US 2D modified biplane ellipse calculated,20314-1,,nan,,LOINC_db
LN,20315-8,Left ventricular Stroke volume index by US.modified Simpson.calculated,20315-8,,{index};{ratio},,LOINC_db
LN,20316-6,Left ventricular Stroke volume index 2 chamber by US 2D modified single-plane ellipse calculated,20316-6,,nan,,LOINC_db
LN,20317-4,Left ventricular Stroke volume index 4 chamber by US 2D modified single-plane ellipse calculated,20317-4,,nan,,LOINC_db
LN,20318-2,Left ventricular Stroke volume index by US 2D mitral valve calculated,20318-2,,{index};{ratio},,LOINC_db
LN,20319-0,Left ventricular Stroke volume index by US 2D pulmonic valve flow area calculated,20319-0,,nan,,LOINC_db
LN,20320-8,Left ventricular Stroke volume index by US.2D+Calculated by single-plane ellipse method,20320-8,,nan,,LOINC_db
LN,20321-6,Left ventricular Stroke volume index by US.Teichholz,20321-6,,{index};{ratio},,LOINC_db
LN,20322-4,Left ventricular Stroke volume index by US 2D tricuspid valve calculated,20322-4,,nan,,LOINC_db
LN,20323-2,Left ventricular Stroke volume by US.2D+Calculated,20323-2,,mL,mL,LOINC_db
LN,20324-0,Left ventricular Stroke volume by US 2D aortic root calculated,20324-0,,nan,,LOINC_db
LN,20325-7,Left ventricular Stroke volume by US.2D+Calculated by biplane ellipse method,20325-7,,mL,mL,LOINC_db
LN,20326-5,Left ventricular Stroke volume by US.2D+Calculated by bullet method,20326-5,,mL,mL,LOINC_db
LN,20327-3,Left ventricular Stroke volume by US.cubed.calculated,20327-3,,mL,mL,LOINC_db
LN,20328-1,Left ventricular Stroke volume by US 2D left ventricular outflow tract area calculated,20328-1,,mL,mL,LOINC_db
LN,20329-9,Left ventricular Stroke volume by US 2D modified biplane ellipse calculated,20329-9,,mL,mL,LOINC_db
LN,20330-7,Left ventricular Stroke volume by US.2D+Calculated by modified Simpson method,20330-7,,mL,mL,LOINC_db
LN,20331-5,Left ventricular Stroke volume 2 chamber by US 2D modified single-plane calculated,20331-5,,mL,mL,LOINC_db
LN,20332-3,Left ventricular Cardiac output/Heart rate 4 chamber by US 2D modified single-plane calculated,20332-3,,mL,mL,LOINC_db
LN,20333-1,Left ventricular Stroke volume by US 2D mitral valve flow area calculated,20333-1,,cm3,cm3,LOINC_db
LN,20334-9,Right ventricular Stroke volume by US 2D pulmonic valve flow area calculated,20334-9,,cm3,cm3,LOINC_db
LN,20335-6,Left ventricular Stroke volume by US.2D+Calculated by single-plane ellipse method,20335-6,,mL,mL,LOINC_db
LN,20336-4,Left ventricular Stroke volume by US.Teichholz.calculated,20336-4,,mL,mL,LOINC_db
LN,20337-2,Right ventricular Stroke volume by US 2D tricuspid valve calculated,20337-2,,mL,mL,LOINC_db
LN,20338-0,Time by US.M-mode,20338-0,,ms,ms,LOINC_db
LN,20339-8,Time by US,20339-8,,ms,ms,LOINC_db
LN,20340-6,Time 2 by US,20340-6,,ms,ms,LOINC_db
LN,20341-4,Time/Time 2 by US,20341-4,,nan,,LOINC_db
LN,20342-2,R-R interval by US --at tricuspid flow measurement,20342-2,,ms,ms,LOINC_db
LN,20343-0,Tricuspid valve Acceleration slope by US,20343-0,,nan,,LOINC_db
LN,20344-8,Tricuspid valve annulus Region crossection [Area] by US.calculated,20344-8,,cm2,cm2,LOINC_db
LN,20345-5,Tricuspid valve Deceleration slope [Velocity] by US,20345-5,,nan,,LOINC_db
LN,20346-3,Right atrial Diastolic filling period by US,20346-3,,ms,ms,LOINC_db
LN,20347-1,Tricuspid valve Flow [Area] by US.calculated,20347-1,,nan,,LOINC_db
LN,20348-9,Tricuspid valve orifice Diameter.4 chamber by US,20348-9,,cm,cm,LOINC_db
LN,20349-7,Tricuspid valve Pressure half time velocity maximum by US,20349-7,,ms,ms,LOINC_db
LN,20350-5,Tricuspid valve Mean blood flow velocity by US.doppler,20350-5,,m/s; cm/s,,LOINC_db
LN,20351-3,Maximum blood flow velocity by US.doppler,20351-3,,m/s; cm/s,,LOINC_db
LN,20352-1,Circulatory system Mean blood flow velocity by US.doppler,20352-1,,m/s; cm/s,,LOINC_db
LN,20353-9,Region of interest Pressure gradient by US.doppler,20353-9,,mm[Hg],,LOINC_db
LN,20354-7,Blood velocity-time integral by US.doppler,20354-7,,nan,,LOINC_db
LN,20355-4,Peak blood flow 2 by US.doppler,20355-4,,m/s; cm/s,,LOINC_db
LN,20356-2,Mean blood flow 2 by US.doppler,20356-2,,m/s; cm/s,,LOINC_db
LN,20357-0,Region of interest Pressure gradient 2 by US.doppler,20357-0,,mm[Hg],,LOINC_db
LN,20358-8,Blood velocity-time integral 2 by US.doppler,20358-8,,nan,,LOINC_db
LN,20359-6,Heart valve Region [Area] by US.doppler VTI + area calculated,20359-6,,nan,,LOINC_db
LN,20360-4,Heart valve Region [Area] by US.doppler VTI + diameter calculated,20360-4,,nan,,LOINC_db
LN,20361-2,Heart valve Region [Area] by US.doppler velocity + area calculated,20361-2,,nan,,LOINC_db
LN,20362-0,Heart valve Region [Area] by US.doppler velocity + diameter calculated,20362-0,,nan,,LOINC_db
LN,20363-8,Velocity slope by US,20363-8,,nan,,LOINC_db
LN,20364-6,Velocity slope 2 by US,20364-6,,nan,,LOINC_db
LN,20365-3,Region of interest Volume/Volume 2 by US.calculated,20365-3,,%,%,LOINC_db
LN,20366-1,Region of interest Volume by US.2D+Calculated by area-length method,20366-1,,mL,mL,LOINC_db
LN,20367-9,Region of interest Volume 2 by US.2D+Calculated by area-length method,20367-9,,mL,mL,LOINC_db
LN,20368-7,Interventricular septal defect Maximum blood flow velocity by US.doppler,20368-7,,m/s; cm/s,,LOINC_db
LN,20369-5,Velocity slope/Velocity slope 2 by US.doppler calculated,20369-5,,{index};{ratio},,LOINC_db
LN,20370-3,Velocity-time integral.XXX by US.doppler,20370-3,,nan,,LOINC_db
LN,20371-1,Velocity-time integral.XXX/Velocity-time integral 2 by US.doppler,20371-1,,{index};{ratio},,LOINC_db
LN,20372-9,Velocity-time integral 2 XXX by US.doppler,20372-9,,nan,,LOINC_db
LN,20562-5,Left ventricular Stroke volume,20562-5,,mL,mL,LOINC_db
LN,24369-1,R-R interval by EKG --during XXX measurement,24369-1,,ms,ms,LOINC_db
LN,24370-9,Peak systolic blood pressure --during mitral regurgitation maximum velocity measurement,24370-9,,mm[Hg],,LOINC_db
LN,24371-7,Peak systolic blood pressure --during aorta stenosis maximum velocity measurement,24371-7,,mm[Hg],,LOINC_db
LN,24372-5,Peak systolic blood pressure --during right ventricular septal defect maximum velocity measurement,24372-5,,mm[Hg],,LOINC_db
LN,24525-8,Left ventricular Cardiac index by US,24525-8,,L/min/m2,,LOINC_db
LN,24526-6,Left ventricular Cardiac output by US,24526-6,,L/min,,LOINC_db
LN,24527-4,Left ventricular Myocardial mass by US 2D modified single-plane,24527-4,,g,g,LOINC_db
LN,24528-2,Left ventricular Myocardial mass by US 2D modified biplane,24528-2,,g,g,LOINC_db
LN,24529-0,Left ventricular End-systolic volume by US 2D modified biplane,24529-0,,mL,mL,LOINC_db
LN,24530-8,Left ventricular End-systolic volume by US.M-mode+Calculated by Teichholz method,24530-8,,mL,mL,LOINC_db
LN,24571-2,NM Biliary ducts and Gallbladder Views for patency of biliary structures and ejection fraction W sincalide and W radionuclide IV,24571-2,,nan,,LOINC_db
LN,24613-2,Deprecated RFA Guidance for placement of catheter in artery in Central cardiovascular artery,24613-2,,nan,,LOINC_db
LN,24748-6,MR Heart,24748-6,,nan,,LOINC_db
LN,24750-2,NM Heart Views at rest and W Tl-201 IV,24750-2,,nan,,LOINC_db
LN,24752-8,RF videography Heart Views,24752-8,,nan,,LOINC_db
LN,26441-6,Cardiology studies (set),26441-6,,nan,,LOINC_db
LN,27445-6,Deprecated Cardiac rehabilitation treatment plan Initial evaluation note (narrative),27445-6,,nan,,LOINC_db
LN,27446-4,"Deprecated Cardiac rehabilitation treatment plan, Plan of treatment (narrative)",27446-4,,nan,,LOINC_db
LN,27447-2,Deprecated Cardiac rehabilitation treatment plan Progress note and attainment of goals (narrative),27447-2,,nan,,LOINC_db
LN,27448-0,"Deprecated Cardiac rehabilitation treatment plan, Reason to continue (narrative)",27448-0,,nan,,LOINC_db
LN,27449-8,"Deprecated Cardiac rehabilitation treatment plan, Justification (narrative)",27449-8,,nan,,LOINC_db
LN,27450-6,"Deprecated Cardiac rehabilitation treatment plan, Psychiatric symptoms (narrative)",27450-6,,nan,,LOINC_db
LN,27456-3,"Deprecated Cardiac rehabilitation treatment plan, Author ID Identifier",27456-3,,nan,,LOINC_db
LN,27457-1,"Cardiac rehabilitation treatment plan, Primary diagnosis Set",27457-1,,nan,,LOINC_db
LN,27458-9,"Deprecated Cardiac rehabilitation treatment plan, Start date of hospitalization leading to treatment",27458-9,,nan,,LOINC_db
LN,27459-7,"Deprecated Cardiac rehabilitation treatment plan, End date of hospitalization leading to treatment",27459-7,,nan,,LOINC_db
LN,27460-5,"Deprecated Cardiac rehabilitation treatment plan, Primary diagnosis (narrative)",27460-5,,nan,,LOINC_db
